Relevant,"RT @piacayetano: @_BringYourAGame: Flood in UST HOSPITAL is now on the 2nd floor. NO FOOD for the patients n staff #rescuePH @piacayet ..."
Not Relevant,"@DSWDserve @Hey_Jupiter1:Drinking water needed for 20-30 ppl at #177 RP Palad St
Not Relevant,"RT @paola_herrero: Please send help #9 champaca st. de castro pasig city.. May 2 bata
Relevant,"RT @MarkCHGoh: Floods paralyse Philippine capital http://t.co/Tow2lYAJ @appletej @carmensoo Umaasa na ang lahat ay mahusay"
Not Relevant,"RT @rapplerdotcom: LGUs
Not Relevant,"RT @bekimon23: RT @isuperELjhay: @bekimon23 sis pa rt
Not Relevant,"RT @govph: Government action on the Southwest Monsoon August 7
Relevant,"RT @kaayaAIA: #RescuePH RT @PTVph: If you know people who need to be rescued: PLEASE CONTACT COAST GUARD 0917-PCGDOTC (0917-7243682)"
Not Relevant,"RT @TheKenNarvato: SPREAD! Families stuck in the roof
Not Relevant,"#RescuePH Christianne Mapue &amp; family
Relevant,"@gmanews  Malanday Marikina near natinal high school purok 3. Melyn Pabustan with 3 kids 09175119505 #rescuePH"
Not Relevant,"RT “@Q13_: RT #RescuePH Jeremy Orlina (UA&amp;P 1st Yr) B4 L4 Narra St.
Not Relevant,"RT @dennismendiola: SMART subs
Relevant,"@byahilo @airphilexpress Via MAnila and clark daw. But what about those who don't want to fly to manila and face the floods? Be considerate."
Relevant,"RT @TourismPinas: RT @iyamaniya: PLS HELP THE STUDENTS IN UST DORMS!! My sister's blockmates are running out of food!!! #RescuePH"
Relevant,"RT please Join us as we make 6PM our time of prayer for our country. 5 minutes to go. #PrayForThePhilippines #rescuePH"
Not Relevant,"#floodsph That is absolutely f'cked up. http://t.co/2WRsUfgr"
Not Relevant,"#RescuePH @MMDA  FAMILIES STUCK ON THE ROOF
Not Relevant,"#RescuePH Jeremy Orlina (UA&amp;P 1st Yr) B4 L4 Narra St.
Relevant,"RT @patevangelista: Photo by Carlo Gabuco @rapplerdotcom: Photo: Marikina river taken roughly at 5:45pm. #FloodsPH http://t.co/dPOzm2ts"
Relevant,"RT @inquirerdotnet: RT @erwinaguilon: No classes in Manila tomorrow. ALL LEVELS- Mayor Lim #floodsPH"
Relevant,"RT @merphi: #RescuePH @iraramosxx 86 and 84 yr oldcouple stuck on rooftop since last night. 97 west riverside cor kentucky st. SDFM QC c ..."
Not Relevant,"RT @isabelimineli: Aliza Libunao
Relevant,"RT @TsardChua: If you see animals or pets in need of rescue please contact PETA. Call 817-5292. Thank you. #rescueph #FloodMNL Pls RT"
Relevant,"RT @TheKenNarvato: We should not be just good Samaritans but we need to be Better Samaritans. #rescuePH #PrayForThePhilippines"
Not Relevant,"oh
Relevant,"RT @previewmag: Two important hash tags to take note of: #rescuePH #reliefPH Please make sure to use the correct one and RT! http://t.co ..."
Not Relevant,"@MMDA #rescuePH please help! stranded ang mga residente ng B53 L12 Teachers Village Catmon
Relevant,"#rescuePH Pregnant mom and small kids trapped in 5 feet flooded house #283 L.Dela Cruz St. Brgy.Isla Valenzuela City. 09053920969"
Not Relevant,"RT @gayixings: I hope my fellow Pinoys are safe esp the ones who are involved in the heavy rain
Relevant,"BBC News - Floods paralyse Philippine capital Manila http://t.co/X7sYaGo3"
Not Relevant,"RT @rapplerdotcom: Photo: Marikina River via Marcos Highway
Relevant,"Please RT. Kindly course your donations through St.Scholastica's College Manila  hotline: 567-7686 to 89 #rescuePH http://t.co/z8p41IVc"
Relevant,"RT @chaikafrias: #rescuePH #PrayForThePhilipppines"
Relevant,"RT @newsbreak_ph: We'll be using the unified hashtags #ReliefPH (for relief ops); #RescuePH (for rescue concerns); and #FloodsPH (for ge ..."
Not Relevant,"#rescuePH We giggled so desperately... http://t.co/UAquZjZh"
Relevant,"RT @ogiediaz: Saludo kami sa mga #rescuePH team at sa mga volunteers. Ndi pa sila kumakain pero deadma basta makatulong. #bayanihan"
Not Relevant,"RT @TheKenNarvato: SPREAD! Families stuck in the roof
Not Relevant,"#rescueph Which fucking little sneakster. I can not believe this http://t.co/E8FSJQLk"
Not Relevant,"RT @kojimeno: Anyone near UST hospital? They need help badly. 2nd floor is flooded
Relevant,"“@BBCNews: Philippine capital hit by floods http://t.co/BOClXU9Y” this is awful... Wiped out whole families - how lucky we all are in the UK"
Not Relevant,"@miriamq
Relevant,"RT @ogiediaz: Saludo kami sa mga #rescuePH team at sa mga volunteers. Ndi pa sila kumakain pero deadma basta makatulong. #bayanihan"
Relevant,"RT @khimp0t: @chemalynMercado  Malanday Marikina near natinal high school purok 3. Melyn Pabustan with 3 kids 09175119505 #rescuePH"
Relevant,"RT @miriamq: reported “@ElisRivac: #rescuePH Florentino bernardo and company: Antonette st.parkway villagd brgy apolonio samson. 09436051153"
Not Relevant,"RT @heywhereyou: Hi @Twitter
Relevant,"RT @ChaDaoTeaPlace: @ChaDaoTeaPlace Flood Relief Information #RescuePH Check poster for donation drop offs. SHARE IF U CARE! http://t.co ..."
Relevant,"Stay Safe everyone! #floodsph"
Not Relevant,"RT @MissJonelyn: Photo of the flood in Manila
Not Relevant,"RT @SavePHSeas: To NGOs &amp; charity organizations: if not accredited by DSWD
Relevant,"RT @loyoung: If you need any help please use the hashtag #RescuePH. RT please!"
Relevant,"RT @loyoung: If you need any help please use the hashtag #RescuePH. RT please!"
Not Relevant,"RT @heywhereyou: Hi @Twitter
Relevant,"RT @jascurtissmith: “@loyoung: If you need any help please use the hashtag #RescuePH. RT please!”"
Relevant,"RT @jascurtissmith: “@loyoung: If you need any help please use the hashtag #RescuePH. RT please!”"
Not Relevant,"RT @ermahgerdjiya: Hi @twitter
Relevant,"RT @_peeyavelasquez: PREGNANT JOANN FERNANDEZ NEED IMMIDEATE #rescuePH @ KAINGIN 2 ST TENEJERON MALABON. SHES IN PAIN. @ANCALERTS @gmane ..."
Not Relevant,"RT @jujumber: Hi @twitter
Relevant,"“@gianmagdangal: Please po may mga bata pa sa adress na to. VICTORIA MARTINEZ. 395 mh del pilar st maysilo malabon #rescueph @DivinemLee"
Relevant,"RT @_peeyavelasquez: PREGNANT JOANN FERNANDEZ NEED IMMIDEATE #rescuePH @ KAINGIN 2 ST TENEJERON MALABON. SHES IN PAIN. @ANCALERTS @gmane ..."
Not Relevant,"Let's plant trees! :) #TreePlantingProject #rescuePH"
Not Relevant,"RT @heywhereyou: Hi @Twitter
Not Relevant,"#rescueph Click here for free live sex web cams &amp; chat online www camgirlsaction com"
Relevant,"RT @monskeee: Serbisyong Publiko. Saludo ako sa mga pulis na gaya nila. #rescueph #floodsph Stay Safe Filipinos @krisaQUInoSTD http://t. ..."
Relevant,"MT @OneLaSalle: De La Salle College of Saint Benilde: Following the official announcement to suspend... http://t.co/WTxRFYSQ” #floodsPH"
Not Relevant,"#rescueph Babyshambles follows me personally. Omg. Will be this. I can not believe this
Relevant,"RT @lexifernandez95: Have faith. #rescuePH #reliefPH #PrayerForThePhilippines"
Not Relevant,"Breaking: Massive floods inundate Manila
Relevant,"Rain keeps on falling. Keep Safe! lalo na ngayong madilim na! Ingatan po yung mga bata. Charge ng phone. Magload. #RescuePH #ReliefPH"
Not Relevant,"RT: @alexbunag For those who can donate medicines
Not Relevant,"RT @McDo_ph: McDonald's stores open in Metro Manila are now accepting donations in kind (rice
Relevant,"RT @MgaKasabihan: #FLOODSph Fact: Genesis 8:7-12 is about Noah's Ark.. Today is 8-7-12."
Relevant,"RT @previewmag: Two important hash tags to take note of: #rescuePH #reliefPH Please make sure to use the correct one and RT! http://t.co ..."
Not Relevant,"#rescueph James are you able to verify this? http://t.co/LAtIGAvM"
Relevant,"RT @MgaKasabihan: #FLOODSph Fact: Genesis 8:7-12 is about Noah's Ark.. Today is 8-7-12."
Relevant,"RT @MgaKasabihan: #FLOODSph Fact: Genesis 8:7-12 is about Noah's Ark.. Today is 8-7-12."
Not Relevant,"Hi @twitter
Not Relevant,"RT @MgaKasabihan: #FLOODSph Fact: Genesis 8:7-12 is about Noah's Ark.. Today is 8-7-12."
Relevant,"The U.S. Embassy here in Manila looks like it is floating above the flood. It has been two weeks and the hea http://t.co/E6bhBJAU"
Relevant,"RT @garysnowpatrol: Just seen the floods in Manila on TV. Sweet Jesus. I sincerely hope you and your loved ones are safe. Didn't realize ..."
Not Relevant,"#reliefph Jackson you are a insane guy lol http://t.co/9cx8crNP"
Not Relevant,"GUYS!!! is this  Coincidence?? about Genesis 8:7-12  today is  8-7-12 #rescuePH"
Not Relevant,"RT @CaNdy_PBB4: Anyone from Malabon? Pls help Preggy Joann Fernandez
Relevant,"RT @garysnowpatrol: Just seen the floods in Manila on TV. Sweet Jesus. I sincerely hope you and your loved ones are safe. Didn't realize ..."
Not Relevant,"“@servoie: Melyn Pabustan w/ 3 kids 09175119505 Purok 3
Not Relevant,"RT @Jiannesport: Please help the people of Catmon
Not Relevant,"RT @beabinene: And #reliefPH for details about relief operations
Relevant,"#ReliefPH Jollibee Foundation Coinbanks now accepts Funds for Flood-Affected Families http://t.co/Wa2ddFBP"
Not Relevant,"#rescueph Live TV on your mobile
Relevant,"RT @rosalesglee: UST HOSPITAL FOOD SHORTAGE @themayorlim #rescuePH"
Relevant,"RT @Official1D_PHIL: Remember you can help the victims of the flood by donating to Philippine Red Cross. More info on how here: http://t ..."
Relevant,"Torrential rains pounding the Philippine capital on Tuesday paralyzed traffic as waist-deep floods triggered... http://t.co/o7pY7pYN"
Not Relevant,"@gmanews  @suzy899 #RescuePH my grandpa at camia st cor. cattleya twinville subd mrkna
Not Relevant,"Aerial View of Manila Flood Aug 7th
Not Relevant,"RT @SOPHIEsticaated: #rescuePH Rescue needed Gigi Asuncion &amp; family (incl.1 yr old baby) &amp; 70 y/o dad. 507 kamagong st
Not Relevant,"#rescueph Live TV on your mobile
Not Relevant,"RT @aldrecha17ramos: RT FEU
Not Relevant,"To all LGUs responding better to calamities
Relevant,"RT @TheMallofAsia: @TheMallofAsia Public Service Announcement &gt; Pls RT for faster response! Help is on the way!  #RescuePH #ReliefPH  ..."
Relevant,"Does tweeting the contact details w hashtag #RescuePH actually help? Is there a number I can text to report people in danger?"
Not Relevant,"RT @tineabesamisss: #rescuePH PLEASE RT!! Fellow speducator
Not Relevant,"RT @heywhereyou: Hi @Twitter
Relevant,"@noynoyaquino Rescue needed in Romualdez st. cor Kalentong. 1st house beside Caltex. Lolo and Lola residing. #RescuePH"
Not Relevant,"@ANCALERTS  Grace Chan &amp; sister
Relevant,"RT @TheMallofAsia: @TheMallofAsia Public Service Announcement &gt; Pls RT for faster response! Help is on the way!  #RescuePH #ReliefPH  ..."
Relevant,"#RescuePH TUA and TUA hs pls open your doors."
Relevant,"#TBCBreaking RT@TIME: PHOTOS: Floods in Manila are displacing tens of thousands of people | http://t.co/BTi9Tkl2"
Not Relevant,"#rescueph Free 1000 tv channels on your phone? http://t.co/W6KxbE8N http://t.co/lQuSz8YA fufu"
Relevant,"Keep Calm and PACK YOUR THINGS!! #rescuePH #PrayforthePhilippines"
Relevant,"RT @mariareinanika: @JodiStaMaria RT PLS. #rescuePH our warehouse caretaker in RODA COMPOUND CONCEPCION UNO BRGY.TUMANA is alone on the  ..."
Relevant,"RT @layadiokno: #ReliefPH Places where you can volunteer and/or send your donations https://t.co/uyx90kf4"
Relevant,"Donate to Red Cross. Globe: RED &lt;amt&gt; to 2899. Smart: RED &lt;amt&gt; to 4143. #ReliefPH"
Relevant,"#floodsph Is the most helpful? http://t.co/GJE5mlQW"
Relevant,"RT @mowjojojo: PLEASE RT: UST Hospital &amp; UERM Medical Center staff &amp; patients need foods. Supply is very low.#reliefPH @Philstar ..."
Relevant,"RT @itscyee: PLEASE RT! NASA BUBONG WITH 1 Y/O BABY. CHARMAINE DEQUIT 64 LANGKA ST. BULELAK MALANDAY MARIKINA CITY 09172551204  #rescuePH"
Not Relevant,"#rescueph 1000 tv channels on your cell phone? http://t.co/GqNXVvVp http://t.co/DvJBJrbR fufu"
Relevant,"💔 RT“@stylebibleph: @DivinemLee @CIANtonado:#saveUERM! Flood is about to reach the 3rd floor where the nursery is! PLS RT!!” #RescuePH”"
Not Relevant,"RT @mlq3: RT @pcdspo: Google Person Finder can be viewed here: https://t.co/gLFyVxwt #RescuePH"
Relevant,"RT @GerhardBandiola: Evac Centers &amp; Relief Ops http://t.co/nCkgPKAq #rescuePH"
Relevant,"RT @mypanagsagan: Situation in UERM Hospital: Flood about to reach the 3rd Floor where the nursery is. #RescuePH PLEASE HELP THE BABIES :("
